chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.20739711821079254,0.036894045770168304,2252.372880837663,1031.5286621905693,3426.2595663265306,0.1970812739158163,-408.98883056640625,36.53887176513672,-16.544586181640625,7.628979682922363,-15.638671875,2.937020778656006,-16.203338623046875,-13.90943717956543,-12.544172286987305,-7.739048957824707,-3.5901150703430176,-3.1698427200317383,-9.510787963867188,1.9742742776870728,-4.30819034576416,0.8641115427017212,-4.3056559562683105,0.27385276556015015,-5.739086151123047,-0.2577921748161316,adult
0.14950589835643768,0.024486761540174484,1446.4392127805747,704.8752672314689,2213.0102040816328,0.13811882174744897,-492.3538818359375,16.5123348236084,0.24276407063007355,19.7050838470459,-9.162555694580078,4.935253143310547,-8.390222549438477,-6.3176703453063965,-5.7896647453308105,-6.759063243865967,-8.091533660888672,-1.7275735139846802,-9.517585754394531,4.431942939758301,-5.126016616821289,2.6734836101531982,0.6583095192909241,0.12471646815538406,-2.9304349422454834,0.9708351492881775,adult
0.25068140029907227,0.021513082087039948,2020.7671740896828,1077.1163790178696,3089.923469387755,0.18271683673469388,-464.2041931152344,17.193918228149414,2.7066922187805176,19.04632568359375,-11.295132637023926,9.3295316696167,-8.102885246276855,0.5842679738998413,-7.9969353675842285,4.641716480255127,-7.813413143157959,-1.2204885482788086,-4.308482646942139,1.118588924407959,-3.852353572845459,1.0072944164276123,-3.343583822250366,1.3022655248641968,-5.045132160186768,2.032356023788452,adult
0.23026396334171295,0.04556359723210335,2264.08700308091,943.6583414660947,2996.5460526315787,0.2231393914473684,-428.4926452636719,43.441585540771484,5.165849685668945,16.398752212524414,-11.350421905517578,6.125756740570068,-10.35045337677002,-7.629954814910889,-18.97719383239746,-8.932594299316406,-9.52707290649414,-4.010805606842041,-4.908107280731201,1.9683356285095215,-2.463803291320801,-0.6436633467674255,-4.105836391448975,3.4285905361175537,-10.347515106201172,-0.8170973658561707,adult
0.2490917295217514,0.016848308965563774,2405.365046055978,716.3574702025824,3122.532894736842,0.2300318667763158,-518.7499389648438,-21.20079231262207,10.223718643188477,17.43414306640625,-12.849790573120117,8.987618446350098,-6.011927604675293,-0.3959251344203949,-5.5027594566345215,-0.13589894771575928,-6.660244941711426,-0.5541680455207825,-0.8945399522781372,4.179381370544434,-4.730969429016113,5.483298301696777,-3.7746520042419434,1.3067489862442017,-4.419846534729004,1.7996866703033447,adult
0.4373665750026703,0.029979007318615913,1978.6217523070807,1605.340443743992,3529.2763157894738,0.16907894736842105,-406.8230285644531,54.92753219604492,2.9463770389556885,19.45417594909668,-6.1989240646362305,4.457640171051025,-15.038408279418945,-5.139042377471924,-20.941381454467773,-3.870788812637329,-9.646346092224121,-6.448007106781006,-10.78990650177002,4.983266830444336,-9.008440017700195,-0.9488012790679932,-5.3310041427612305,0.13069504499435425,-8.932904243469238,1.2165673971176147,adult
0.30560168623924255,0.011404672637581825,1327.684266506895,908.0696126236936,1995.3947368421052,0.12625411184210528,-562.6776733398438,11.551687240600586,8.2725191116333,26.25313949584961,0.9910717010498047,9.879658699035645,-7.2311859130859375,0.5433127880096436,-6.306447982788086,1.3379201889038086,-6.259191989898682,0.9700286984443665,-2.722137212753296,3.98650860786438,-4.916012287139893,1.6056537628173828,-3.0201377868652344,-0.47524526715278625,-5.485741138458252,1.8792284727096558,adult
0.28803032636642456,0.04220001772046089,1447.2595996459331,1074.1536406964722,2458.470394736842,0.11462273848684211,-432.1540832519531,62.25288772583008,-0.340069055557251,15.826922416687012,2.1298294067382812,9.391620635986328,-10.934977531433105,-8.248919486999512,-17.92664909362793,-5.3289384841918945,-8.180265426635742,-5.7518439292907715,-10.502123832702637,2.6857893466949463,-1.8985720872879028,-0.7333458065986633,-5.15919303894043,1.8218567371368408,-8.95058822631836,-1.6217504739761353,adult
0.29942044615745544,0.049567192792892456,2197.4238312254615,1103.8698619771042,3205.7565789473683,0.17260999177631578,-422.3464660644531,46.924156188964844,16.87862205505371,24.133270263671875,-10.642624855041504,9.886335372924805,-11.382711410522461,-5.288816928863525,-20.122926712036133,-9.804535865783691,-4.362391948699951,-3.6278114318847656,-8.12704849243164,2.1579477787017822,-2.400972843170166,0.6709948778152466,-4.848872184753418,3.4430091381073,-7.898135662078857,-0.5703515410423279,adult
0.2430727779865265,0.03725311532616615,2012.8879795771118,1083.0315140692173,3113.8980263157896,0.2053453947368421,-414.22772216796875,11.111867904663086,9.31682014465332,35.927242279052734,-10.666967391967773,4.500183582305908,-12.017688751220703,-3.987428665161133,-23.73134422302246,-9.715270042419434,-11.527329444885254,-5.09053897857666,-6.102347373962402,4.7269487380981445,-10.591320991516113,2.0036516189575195,-1.625085711479187,-2.76916766166687,-8.275632858276367,3.915348768234253,adult
